,Country,Year,Region,Democracy Index,energy_cons,rail_cargo,urban_per,service_per,GDP
784,Argentina,2006,Latin America and the Caribbean,6.63,99.04709,12628.0,90.2,48.7491333682456,232557260817.308
785,Brazil,2006,Latin America and the Caribbean,7.38,382.53928,7446.1,83.143,57.1381272037436,1107626711436.44
786,Cuba,2006,Latin America and the Caribbean,3.52,12.86246,1438.9,76.227,73.2716124286159,48835925925.9259
787,Mexico,2006,Latin America and the Caribbean,6.67,196.40852,66163.0,76.616,58.9662559046172,975383402912.585
788,Uruguay,2006,Latin America and the Caribbean,7.96,7.221,304.0,93.553,56.7931196789588,19741420466.5393
789,Venezuela,2006,Latin America and the Caribbean,5.42,78.014,81.07,87.98,36.3493328091066,183477522123.894
790,Australia,2006,Asia and Australasia,9.09,204.131836,189425.0,84.7,63.7261438536636,747907432136.598
791,China,2006,Asia and Australasia,2.97,2523.947,2195441.0,43.868,41.8168419068374,2752118542130.4
792,India,2006,Asia and Australasia,7.68,548.192,439596.0,29.569,44.04323571149,940259888792.141
793,Indonesia,2006,Asia and Australasia,6.41,111.956,4390.0,46.738,40.0826385396719,364570515631.625
794,Japan,2006,Asia and Australasia,8.15,980.61,23192.0,87.118,69.4497937291725,4601662661030.07
795,Malaysia,2006,Asia and Australasia,5.98,75.25478,1572.0,67.483,43.9262781844017,162692260155.07
796,Mongolia,2006,Asia and Australasia,6.6,3.209472483,9218.5,63.535,33.6016996064578,3414055662.58063
797,New Zealand,2006,Asia and Australasia,9.01,39.0518927528228,4312.0,86.4,64.3316434501523,111538810712.665
798,Pakistan,2006,Asia and Australasia,3.92,72.574,5907.0,34.184,52.6313265564449,137264061106.043
799,South Korea,2006,Asia and Australasia,7.88,364.48528,10554.0,81.528,54.6991825290634,1053216892422.02
800,Vietnam,2006,Asia and Australasia,2.75,52.056,3447.0,27.888,42.6884835125499,66371664817.0436
801,Algeria,2006,Middle East and North Africa,3.17,26.91052,1429.0,64.593,30.9590765824366,117027280692.356
802,Egypt,2006,Middle East and North Africa,3.9,96.58724,4188.0,43.073,44.6899951432734,107426086956.522
803,Iran,2006,Middle East and North Africa,2.93,146.07354,20542.0,68.239,49.1253327032366,266298911661.144
804,Iraq,2006,Middle East and North Africa,4.01,25.22542,64.0,68.819,33.2310996364157,65140147197.1215
805,Israel,2006,Middle East and North Africa,7.28,44.30702,1122.5,91.58,66.5936247230075,158670160184.179
806,Morocco,2006,Middle East and North Africa,3.9,19.87216,5744.0,55.746,46.4990239339737,75883820424.0845
807,Saudi Arabia,2006,Middle East and North Africa,1.92,156.75,1272.3,81.204,33.761991763144,376900135720.729
808,Sudan,2006,Middle East and North Africa,2.9,3.413,766.0,32.813,19.855472715377,45263824686.0898
809,Syria,2006,Middle East and North Africa,2.36,27.305,2458.0,54.146,43.5601979606164,153799910913.14
810,Tunisia,2006,Middle East and North Africa,3.06,11.519,2174.0,65.524,56.5741910385915,34376664600.5898
811,Benin,2006,Sub-Saharan Africa,6.16,0.606,36.0,41.049,39.2378743115272,7034111316.29951
812,Botswana,2006,Sub-Saharan Africa,7.6,2.663,674.0,56.4,47.8447642610957,9919158482.41085
813,Burkina Faso,2006,Sub-Saharan Africa,3.72,0.573925,0.737,22.339,47.138528226651,6547419821.69486
814,Cameroon,2006,Sub-Saharan Africa,3.27,3.76074,1136.385798,49.143,47.9296207352522,20910512978.1716
815,Eswatini,2006,Sub-Saharan Africa,2.93,1.382,680.409,21.91,46.9321407014568,3291329938.16407
816,Gabon,2006,Sub-Saharan Africa,2.72,1.299,2202.0,83.107,30.9213104046742,10327598308.5297
817,Ghana,2006,Sub-Saharan Africa,5.35,6.3974,181.0,47.988,45.4706784153831,20885042153.0199
818,Mozambique,2006,Sub-Saharan Africa,5.28,9.5688,775.1,30.182,46.1594278376719,9176896597.16802
819,Senegal,2006,Sub-Saharan Africa,5.37,1.658,384.0,42.124,51.9152517286897,11697918245.3507
