,economy,time,NY.GDP.MKTP.CD
2180,MMR,YR2007,15591182544.7092
2181,MMR,YR2008,23013015832.1023
2182,MMR,YR2009,29455165594.6859
2183,MMR,YR2010,37796052938.7278
2184,MMR,YR2011,54118601974.7947
2185,MMR,YR2012,58318677644.9492
2186,MMR,YR2013,60572257122.2962
2187,MMR,YR2014,63264892768.3726
2188,MMR,YR2015,63045306513.9317
2189,MMR,YR2016,60291738934.7768
2190,MMR,YR2017,61449391917.1276
2191,MMR,YR2018,67144726167.9294
2192,MMR,YR2019,68697761477.1809
2193,MNA,YR2006,942305915002.969
2194,MNA,YR2007,1148311867090.24
2195,MNA,YR2008,1416250571755.31
2196,MNA,YR2009,1378596088772.17
2197,MNA,YR2010,1587780320761.47
2198,MNA,YR2011,1636401102296.1
2199,MNA,YR2012,1764808551707.3
2200,MNA,YR2013,1624047544310.35
2201,MNA,YR2014,1600856731724.61
2202,MNA,YR2015,1439069681066.11
2203,MNA,YR2016,1475844914342.24
2204,MNA,YR2017,1476907778479.73
2205,MNA,YR2018,1400046333583.24
2206,MNA,YR2019,1408624610717.23
2207,MNE,YR2006,2721903148.91482
2208,MNE,YR2007,3680711743.77224
2209,MNE,YR2008,4545674527.61096
2210,MNE,YR2009,4159330369.5471
2211,MNE,YR2010,4142983897.83334
2212,MNE,YR2011,4544429062.57783
2213,MNE,YR2012,4087525609.43086
2214,MNE,YR2013,4465771672.62001
2215,MNE,YR2014,4593852089.09567
2216,MNE,YR2015,4054728172.94375
2217,MNE,YR2016,4376929571.63114
2218,MNE,YR2017,4856602178.63413
2219,MNE,YR2018,5506944403.30196
2220,MNE,YR2019,5542053845.29274
2221,MNG,YR2006,3414055662.58063
2222,MNG,YR2007,4234999702.69446
2223,MNG,YR2008,5623216609.65069
2224,MNG,YR2009,4583850367.88972
2225,MNG,YR2010,7189482000.66686
2226,MNG,YR2011,10409797375.1152
2227,MNG,YR2012,12292770631.1967
2228,MNG,YR2013,12582122604.1921
2229,MNG,YR2014,12226514666.0404
2230,MNG,YR2015,11619892592.6599
2231,MNG,YR2016,11181350649.2247
2232,MNG,YR2017,11480847740.0839
2233,MNG,YR2018,13178094719.8612
2234,MNG,YR2019,14206359016.4014
2235,MNP,YR2006,990000000.0
2236,MNP,YR2007,938000000.0
2237,MNP,YR2008,939000000.0
2238,MNP,YR2009,795000000.0
2239,MNP,YR2010,799000000.0
2240,MNP,YR2011,729000000.0
2241,MNP,YR2012,746000000.0
2242,MNP,YR2013,772000000.0
2243,MNP,YR2014,832000000.0
2244,MNP,YR2015,910000000.0
2245,MNP,YR2016,1230000000.0
2246,MNP,YR2017,1560000000.0
2247,MNP,YR2018,1301000000.0
2248,MNP,YR2019,1181000000.0
2249,MOZ,YR2006,9176896597.16802
2250,MOZ,YR2007,10450826527.2066
2251,MOZ,YR2008,12556173242.7736
2252,MOZ,YR2009,11914471512.7684
2253,MOZ,YR2010,11104649065.1649
2254,MOZ,YR2011,14381552466.6044
2255,MOZ,YR2012,16350813486.9908
2256,MOZ,YR2013,16974314296.2182
2257,MOZ,YR2014,17716091057.2675
2258,MOZ,YR2015,15950979333.1582
2259,MOZ,YR2016,11936993086.9579
2260,MOZ,YR2017,13219079497.7055
2261,MOZ,YR2018,14845400592.6712
2262,MOZ,YR2019,15390031039.9957
2263,MRT,YR2006,3919577285.92703
2264,MRT,YR2007,4346212411.05496
2265,MRT,YR2008,5206437120.9471
2266,MRT,YR2009,4714595487.85253
2267,MRT,YR2010,5628878865.99027
2268,MRT,YR2011,6764627665.69239
2269,MRT,YR2012,6728208836.22143
2270,MRT,YR2013,7223071177.15856
2271,MRT,YR2014,6592537781.81518
2272,MRT,YR2015,6166863960.00061
2273,MRT,YR2016,6398741855.76276
2274,MRT,YR2017,6800138755.34592
2275,MRT,YR2018,7473550557.07378
2276,MRT,YR2019,8066118984.30581
2277,MUS,YR2006,7028810754.78164
2278,MUS,YR2007,8150150144.15635
2279,MUS,YR2008,9990356849.29491
2280,MUS,YR2009,9128843109.15588
2281,MUS,YR2010,10003670690.3497
2282,MUS,YR2011,11518413429.9684
2283,MUS,YR2012,11668696526.2252
2284,MUS,YR2013,12292974007.9361
2285,MUS,YR2014,13074130094.3723
2286,MUS,YR2015,12007291045.6489
2287,MUS,YR2016,12594155346.298
2288,MUS,YR2017,13713505998.0391
2289,MUS,YR2018,14735695930.9727
2290,MUS,YR2019,14436347115.2893
2291,MWI,YR2006,5818279739.14354
2292,MWI,YR2007,6451210219.11683
2293,MWI,YR2008,7743617352.21427
2294,MWI,YR2009,9009887946.82039
2295,MWI,YR2010,10128323010.6049
2296,MWI,YR2011,11648142958.3651
2297,MWI,YR2012,8773203178.16512
2298,MWI,YR2013,8031571927.62055
2299,MWI,YR2014,8801326169.14547
2300,MWI,YR2015,9219474373.16418
2301,MWI,YR2016,7909868618.46366
2302,MWI,YR2017,8943543677.18899
2303,MWI,YR2018,9880675785.93057
2304,MWI,YR2019,11025371147.1876
2305,MYS,YR2006,162692260155.07
2306,MYS,YR2007,193549547954.753
2307,MYS,YR2008,230811591306.52
2308,MYS,YR2009,202257458160.849
2309,MYS,YR2010,255017645207.18
2310,MYS,YR2011,297951667650.449
2311,MYS,YR2012,314443061220.138
2312,MYS,YR2013,323276281683.441
2313,MYS,YR2014,338066121289.413
2314,MYS,YR2015,301354783698.72
2315,MYS,YR2016,301255332137.075
2316,MYS,YR2017,319109103242.055
2317,MYS,YR2018,358788833524.945
2318,MYS,YR2019,365177744321.011
2319,NAC,YR2006,15140995757591.0
2320,NAC,YR2007,15949814312783.3
2321,NAC,YR2008,16329827601721.7
2322,NAC,YR2009,15859346076157.3
2323,NAC,YR2010,16672942337486.3
2324,NAC,YR2011,17399367444174.5
2325,NAC,YR2012,18088716899521.6
2326,NAC,YR2013,18696254170835.0
2327,NAC,YR2014,19362844040439.9
2328,NAC,YR2015,19769184098217.1
2329,NAC,YR2016,20230005494907.4
2330,NAC,YR2017,21133744509244.1
2331,NAC,YR2018,22265581227435.8
2332,NAC,YR2019,23132124767672.5
2333,NAM,YR2006,8001779551.06323
2334,NAM,YR2007,8839536893.68443
2335,NAM,YR2008,8607431845.19631
2336,NAM,YR2009,8938847363.87815
2337,NAM,YR2010,11431412421.1316
2338,NAM,YR2011,12523359440.5499
2339,NAM,YR2012,13042053856.9696
2340,NAM,YR2013,12043307277.1235
2341,NAM,YR2014,12435430396.1929
2342,NAM,YR2015,11335161230.1608
2343,NAM,YR2016,10722018975.0783
2344,NAM,YR2017,12895153160.466
2345,NAM,YR2018,13682019171.6627
2346,NAM,YR2019,12541928102.7657
2347,NCL,YR2006,6979155408.44429
2348,NCL,YR2007,8819917187.11094
2349,NCL,YR2008,9067619728.99592
2350,NCL,YR2009,8704438060.52072
2351,NCL,YR2010,9364350064.98695
2352,NCL,YR2011,10351448025.3027
2353,NCL,YR2012,9659151908.65435
2354,NCL,YR2013,10151382876.8113
2355,NCL,YR2014,10635035550.01
2356,NCL,YR2015,8738203041.54697
2357,NCL,YR2016,8724568970.67697
2358,NCL,YR2017,9173669999.59434
2359,NCL,YR2018,9896402295.48329
2360,NCL,YR2019,9475655341.98316
2361,NER,YR2006,4756361253.33358
2362,NER,YR2007,5731485046.0864
2363,NER,YR2008,7297600218.92394
2364,NER,YR2009,7352131304.39631
2365,NER,YR2010,7851192498.77154
2366,NER,YR2011,8772950783.02414
2367,NER,YR2012,9426912639.20382
2368,NER,YR2013,10224897440.9239
2369,NER,YR2014,10862943546.2851
2370,NER,YR2015,9683867926.72766
2371,NER,YR2016,10398861980.6524
2372,NER,YR2017,11185101444.3729
2373,NER,YR2018,12808661487.4035
2374,NER,YR2019,12916454870.5458
2375,NGA,YR2006,238454952231.572
2376,NGA,YR2007,278260808841.03
2377,NGA,YR2008,339476215683.592
2378,NGA,YR2009,295008767295.038
2379,NGA,YR2010,366990528103.078
2380,NGA,YR2011,414466540786.738
2381,NGA,YR2012,463971000388.612
2382,NGA,YR2013,520117163617.721
2383,NGA,YR2014,574183825592.358
2384,NGA,YR2015,493026782401.561
2385,NGA,YR2016,404649048648.026
2386,NGA,YR2017,375745732274.676
2387,NGA,YR2018,421739210176.152
2388,NGA,YR2019,474517470742.749
2389,NIC,YR2006,6763418645.81377
2390,NIC,YR2007,7423365274.89468
2391,NIC,YR2008,8496948184.42042
2392,NIC,YR2009,8298736471.12441
2393,NIC,YR2010,8758619130.58043
2394,NIC,YR2011,9774320144.00049
2395,NIC,YR2012,10531980451.1847
2396,NIC,YR2013,10982954744.4415
2397,NIC,YR2014,11880433902.9361
2398,NIC,YR2015,12756722238.3709
2399,NIC,YR2016,13286066154.9603
2400,NIC,YR2017,13785890939.4447
2401,NIC,YR2018,13025266513.3167
2402,NIC,YR2019,12699028889.666
2403,NLD,YR2006,733955269898.823
2404,NLD,YR2007,848558887541.179
2405,NLD,YR2008,951869997864.062
2406,NLD,YR2009,871518638049.218
2407,NLD,YR2010,847380859016.688
2408,NLD,YR2011,905270626332.693
2409,NLD,YR2012,838923319919.531
2410,NLD,YR2013,877172824534.519
2411,NLD,YR2014,892167986713.708
2412,NLD,YR2015,765572770634.375
2413,NLD,YR2016,784060430240.101
2414,NLD,YR2017,833869641687.068
2415,NLD,YR2018,914043438179.591
2416,NLD,YR2019,910194347568.61
2417,NOR,YR2006,346913357588.358
2418,NOR,YR2007,402645550184.816
2419,NOR,YR2008,464917553191.489
2420,NOR,YR2009,387974344023.324
2421,NOR,YR2010,431052143940.438
2422,NOR,YR2011,501360549669.404
2423,NOR,YR2012,512777309840.997
2424,NOR,YR2013,526014468085.106
2425,NOR,YR2014,501736471832.848
2426,NOR,YR2015,388159512245.53
2427,NOR,YR2016,370956547619.048
2428,NOR,YR2017,401745275035.261
2429,NOR,YR2018,439788625883.8
2430,NOR,YR2019,408742840909.091
2431,NPL,YR2006,9043715355.8881
2432,NPL,YR2007,10325618017.379
2433,NPL,YR2008,12545438605.3959
2434,NPL,YR2009,12854985464.0764
2435,NPL,YR2010,16002656434.4746
2436,NPL,YR2011,21573872273.6695
2437,NPL,YR2012,21703100746.8206
2438,NPL,YR2013,22162205045.9731
2439,NPL,YR2014,22731612827.3458
2440,NPL,YR2015,24360801338.0543
2441,NPL,YR2016,24524109484.7453
2442,NPL,YR2017,28971588880.8208
2443,NPL,YR2018,33111525182.7133
2444,NPL,YR2019,34186180694.9285
2445,NRU,YR2010,47562842.3658354
2446,NRU,YR2011,65071849.5751335
2447,NRU,YR2012,101055718.551503
2448,NRU,YR2013,94384979.0109467
2449,NRU,YR2014,99149259.8365624
2450,NRU,YR2015,84863407.8650093
2451,NRU,YR2016,97541914.5833045
2452,NRU,YR2017,109355653.690742
2453,NRU,YR2018,130995580.092154
2454,NRU,YR2019,125160081.80546
2455,NZL,YR2006,111538810712.665
2456,NZL,YR2007,137188946865.584
2457,NZL,YR2008,133131369930.414
2458,NZL,YR2009,121373602348.679
2459,NZL,YR2010,146517541181.254
2460,NZL,YR2011,168291357111.739
2461,NZL,YR2012,176206659722.524
2462,NZL,YR2013,190906575136.003
2463,NZL,YR2014,201313497220.917
2464,NZL,YR2015,178064471137.921
2465,NZL,YR2016,188838342527.975
2466,NZL,YR2017,206556258844.567
2467,NZL,YR2018,211886686924.483
2468,NZL,YR2019,213091987153.092
2469,OED,YR2006,39674408824856.5
2470,OED,YR2007,43436115388658.3
2471,OED,YR2008,46122698414754.0
2472,OED,YR2009,43144826371455.6
2473,OED,YR2010,45255639867938.5
2474,OED,YR2011,48674651671113.0
2475,OED,YR2012,48622412695260.0
2476,OED,YR2013,49270437358352.7
2477,OED,YR2014,50278943454195.9
2478,OED,YR2015,47411160772825.3
2479,OED,YR2016,48327404425594.2
2480,OED,YR2017,50447226919268.8
2481,OED,YR2018,53371534234287.0
2482,OED,YR2019,53878159069137.1
2483,OMN,YR2006,37215779713.9142
2484,OMN,YR2007,42085379453.8362
2485,OMN,YR2008,60905452535.7607
2486,OMN,YR2009,48388363589.0767
2487,OMN,YR2010,64993498049.4148
2488,OMN,YR2011,77497529258.7776
2489,OMN,YR2012,87408842652.7958
2490,OMN,YR2013,89936020806.2419
2491,OMN,YR2014,92699089726.9181
2492,OMN,YR2015,78710793237.9714
2493,OMN,YR2016,75128738621.5865
2494,OMN,YR2017,80856697009.1027
2495,OMN,YR2018,91505851755.5267
2496,OMN,YR2019,88060858257.4772
2497,OSS,YR2006,215631597860.036
2498,OSS,YR2007,263863420304.965
2499,OSS,YR2008,322995519907.265
2500,OSS,YR2009,277194805059.559
2501,OSS,YR2010,322561398956.711
2502,OSS,YR2011,396974173386.158
2503,OSS,YR2012,413999903828.322
2504,OSS,YR2013,432056568012.842
2505,OSS,YR2014,446620927907.665
2506,OSS,YR2015,370450170724.575
2507,OSS,YR2016,366511615959.013
2508,OSS,YR2017,399126295563.396
2509,OSS,YR2018,443078577997.35
2510,OSS,YR2019,434119014495.412
2511,PAK,YR2006,137264061106.043
2512,PAK,YR2007,152385716311.916
2513,PAK,YR2008,170077814106.305
2514,PAK,YR2009,168152775283.032
2515,PAK,YR2010,177165547828.889
2516,PAK,YR2011,213587517187.669
2517,PAK,YR2012,224383544087.452
2518,PAK,YR2013,231218467669.571
2519,PAK,YR2014,244360858682.762
2520,PAK,YR2015,270556104886.456
2521,PAK,YR2016,313629998960.445
2522,PAK,YR2017,339205536454.445
2523,PAK,YR2018,356128167702.894
2524,PAK,YR2019,320909472926.461
2525,PAN,YR2006,18141666300.0
2526,PAN,YR2007,21295984200.0
2527,PAN,YR2008,25155888600.0
2528,PAN,YR2009,27116635600.0
2529,PAN,YR2010,29440287600.0
2530,PAN,YR2011,34686224300.0
2531,PAN,YR2012,40429700000.0
2532,PAN,YR2013,45599900000.0
2533,PAN,YR2014,49921400000.0
2534,PAN,YR2015,54091800000.0
2535,PAN,YR2016,57907700000.0
2536,PAN,YR2017,62202700000.0
2537,PAN,YR2018,67294169234.6291
2538,PAN,YR2019,69721787532.9789
2539,PER,YR2006,88643193061.748
2540,PER,YR2007,102170981144.136
2541,PER,YR2008,120550599815.441
2542,PER,YR2009,120822986521.479
2543,PER,YR2010,147527631520.729
2544,PER,YR2011,171761737046.585
2545,PER,YR2012,192649991136.09
2546,PER,YR2013,201175541637.441
2547,PER,YR2014,200786240836.818
2548,PER,YR2015,189802961890.097
2549,PER,YR2016,191898127860.843
2550,PER,YR2017,211007952315.888
2551,PER,YR2018,222597030191.041
2552,PER,YR2019,228325852220.761
2553,PHL,YR2006,127652927611.904
2554,PHL,YR2007,155980408072.596
2555,PHL,YR2008,181624627927.891
2556,PHL,YR2009,175974754207.575
2557,PHL,YR2010,208368892319.281
2558,PHL,YR2011,234216730703.65
2559,PHL,YR2012,261920542606.621
2560,PHL,YR2013,283902829721.261
2561,PHL,YR2014,297483553299.593
2562,PHL,YR2015,306445871631.969
2563,PHL,YR2016,318627003965.989
2564,PHL,YR2017,328480738147.1
2565,PHL,YR2018,346841896890.489
2566,PHL,YR2019,376823404772.837
2567,PLW,YR2006,192382400.0
2568,PLW,YR2007,198897700.0
2569,PLW,YR2008,198283900.0
2570,PLW,YR2009,187522800.0
2571,PLW,YR2010,185943000.0
2572,PLW,YR2011,196911100.0
2573,PLW,YR2012,212397800.0
2574,PLW,YR2013,221117200.0
2575,PLW,YR2014,241669800.0
2576,PLW,YR2015,280457700.0
2577,PLW,YR2016,298300000.0
2578,PLW,YR2017,285600000.0
2579,PLW,YR2018,284900000.0
2580,PLW,YR2019,278900000.0
2581,PNG,YR2006,8354911621.97941
2582,PNG,YR2007,9545029480.82223
2583,PNG,YR2008,11670891359.7271
2584,PNG,YR2009,11619455043.4763
2585,PNG,YR2010,14250785801.34
2586,PNG,YR2011,17985138449.6522
2587,PNG,YR2012,21295165200.8383
2588,PNG,YR2013,21261338064.8783
2589,PNG,YR2014,23210823987.308
2590,PNG,YR2015,21723439625.73
2591,PNG,YR2016,20758874952.5805
2592,PNG,YR2017,22742696407.5093
2593,PNG,YR2018,24109780113.2307
2594,PNG,YR2019,24751069237.9977
2595,POL,YR2006,344626630395.377
2596,POL,YR2007,429020755432.721
2597,POL,YR2008,533599853342.51
2598,POL,YR2009,439731636116.949
2599,POL,YR2010,475696613935.595
2600,POL,YR2011,524374222547.901
2601,POL,YR2012,495230574356.743
2602,POL,YR2013,515762008468.811
2603,POL,YR2014,539080532037.142
2604,POL,YR2015,477111287969.227
2605,POL,YR2016,470024559638.496
2606,POL,YR2017,524641206562.004
2607,POL,YR2018,588779850763.487
2608,POL,YR2019,596058473058.766
2609,PRE,YR2006,652732381891.409
2610,PRE,YR2007,789891756091.788
2611,PRE,YR2008,986047738377.776
2612,PRE,YR2009,902165613053.191
2613,PRE,YR2010,1060580608713.13
2614,PRE,YR2011,1235597698970.21
2615,PRE,YR2012,1341797607183.55
2616,PRE,YR2013,1471440063511.4
2617,PRE,YR2014,1562109741135.42
2618,PRE,YR2015,1334011121882.86
2619,PRE,YR2016,1217513931539.13
2620,PRE,YR2017,1294933204784.59
2621,PRE,YR2018,1348307586808.15
2622,PRE,YR2019,1421160801515.26
2623,PRI,YR2006,87276164400.0
2624,PRI,YR2007,89524131600.0
2625,PRI,YR2008,93639300000.0
2626,PRI,YR2009,96385600000.0
2627,PRI,YR2010,98381300000.0
2628,PRI,YR2011,100351700000.0
2629,PRI,YR2012,101564800000.0
2630,PRI,YR2013,102450000000.0
2631,PRI,YR2014,102445800000.0
2632,PRI,YR2015,103375500000.0
2633,PRI,YR2016,104336700000.0
2634,PRI,YR2017,103445500000.0
2635,PRI,YR2018,100958100000.0
2636,PRI,YR2019,105126400000.0
2637,PRT,YR2006,208756449275.848
2638,PRT,YR2007,240496147317.381
2639,PRT,YR2008,263416394624.084
2640,PRT,YR2009,244667762835.543
2641,PRT,YR2010,238113003233.289
2642,PRT,YR2011,245117990242.249
2643,PRT,YR2012,216224240577.957
2644,PRT,YR2013,226433858005.716
2645,PRT,YR2014,229901964221.881
2646,PRT,YR2015,199394066525.44
2647,PRT,YR2016,206426152308.937
2648,PRT,YR2017,221357874718.932
2649,PRT,YR2018,242313116577.963
2650,PRT,YR2019,239986922638.897
2651,PRY,YR2006,13429430050.261
2652,PRY,YR2007,17856393235.4338
2653,PRY,YR2008,24615267617.0323
2654,PRY,YR2009,22355151177.738
2655,PRY,YR2010,27129301048.0505
2656,PRY,YR2011,33737033607.0615
2657,PRY,YR2012,33296438408.8556
2658,PRY,YR2013,38651334593.0289
2659,PRY,YR2014,40377987314.6435
2660,PRY,YR2015,36211372646.38
2661,PRY,YR2016,36089550671.834
2662,PRY,YR2017,38997129809.1697
2663,PRY,YR2018,40225448651.3062
2664,PRY,YR2019,37925338460.1556
2665,PSE,YR2006,5348300000.0
2666,PSE,YR2007,5815700000.0
2667,PSE,YR2008,7310400000.0
2668,PSE,YR2009,8085700000.0
2669,PSE,YR2010,9681500000.0
2670,PSE,YR2011,11186100000.0
2671,PSE,YR2012,12208400000.0
2672,PSE,YR2013,13515500000.0
2673,PSE,YR2014,13989700000.0
2674,PSE,YR2015,13972400000.0
2675,PSE,YR2016,15405400000.0
2676,PSE,YR2017,16128000000.0
2677,PSE,YR2018,16276600000.0
2678,PSE,YR2019,17133500000.0
2679,PSS,YR2006,5688864951.42203
2680,PSS,YR2007,6273728181.69736
2681,PSS,YR2008,6704438240.4497
2682,PSS,YR2009,6031359069.87777
2683,PSS,YR2010,6634286339.23217
2684,PSS,YR2011,7736812460.37073
2685,PSS,YR2012,8198532204.87185
2686,PSS,YR2013,8523915458.41676
2687,PSS,YR2014,9263444823.68462
2688,PSS,YR2015,9054327014.3613
2689,PSS,YR2016,9504027364.77267
2690,PSS,YR2017,10256678899.6612
2691,PSS,YR2018,10760671502.4149
2692,PSS,YR2019,10739835368.721
2693,PST,YR2006,37604948564769.3
2694,PST,YR2007,41044091917261.0
2695,PST,YR2008,43476833575741.2
2696,PST,YR2009,40929784604203.4
2697,PST,YR2010,42691272338288.8
2698,PST,YR2011,45849639438219.8
2699,PST,YR2012,45778308725715.3
2700,PST,YR2013,46233475458879.9
2701,PST,YR2014,47148786960027.8
2702,PST,YR2015,44585851713476.0
2703,PST,YR2016,45593085156267.7
2704,PST,YR2017,47535727573455.9
2705,PST,YR2018,50385041767149.8
2706,PST,YR2019,50880064647603.9
2707,PYF,YR2006,5877997996.95253
2708,PYF,YR2007,6631156410.68504
2709,PYF,YR2008,7136741397.50141
2710,PYF,YR2009,6584557942.40772
2711,PYF,YR2010,6086644790.8086
2712,PYF,YR2011,6203940049.22727
2713,PYF,YR2012,5692858093.84485
2714,PYF,YR2013,6031827089.12531
2715,PYF,YR2014,6151996534.96077
2716,PYF,YR2015,5325846341.7909
2717,PYF,YR2016,5497036486.74487
2718,PYF,YR2017,5833352684.45264
2719,PYF,YR2018,6135116260.64814
2720,PYF,YR2019,6022276207.18983
2721,QAT,YR2006,60882142857.1429
2722,QAT,YR2007,79712087912.0879
2723,QAT,YR2008,115270054945.055
2724,QAT,YR2009,97798351648.3516
2725,QAT,YR2010,125122306346.154
2726,QAT,YR2011,167775268626.374
2727,QAT,YR2012,186833502362.637
2728,QAT,YR2013,198727642967.033
2729,QAT,YR2014,206224598571.429
2730,QAT,YR2015,161739955576.923
2731,QAT,YR2016,151732181868.132
2732,QAT,YR2017,161099122225.275
2733,QAT,YR2018,183334953818.681
2734,QAT,YR2019,176371267689.082
2735,ROU,YR2006,122023721512.528
2736,ROU,YR2007,174588782938.583
2737,ROU,YR2008,214317174116.581
2738,ROU,YR2009,174102268534.84
2739,ROU,YR2010,170029359010.667
2740,ROU,YR2011,192613558645.612
2741,ROU,YR2012,179132893143.417
2742,ROU,YR2013,189789277576.061
2743,ROU,YR2014,199713780259.318
2744,ROU,YR2015,177883897811.434
2745,ROU,YR2016,185287615324.922
2746,ROU,YR2017,210147181055.277
2747,ROU,YR2018,243316050520.725
2748,ROU,YR2019,251017797625.017
2749,RUS,YR2006,989932059220.667
2750,RUS,YR2007,1299703459799.96
2751,RUS,YR2008,1660848058303.11
2752,RUS,YR2009,1222645887209.32
2753,RUS,YR2010,1524916698232.71
2754,RUS,YR2011,2045922727569.78
2755,RUS,YR2012,2208293528673.97
2756,RUS,YR2013,2292470104248.18
2757,RUS,YR2014,2059241582146.11
2758,RUS,YR2015,1363482179761.17
2759,RUS,YR2016,1276786344534.27
2760,RUS,YR2017,1574199355092.71
2761,RUS,YR2018,1657328764645.93
2762,RUS,YR2019,1693114993990.49
2763,RWA,YR2006,3319711249.44189
2764,RWA,YR2007,4070391531.29599
2765,RWA,YR2008,5179804290.63377
2766,RWA,YR2009,5674428927.60356
2767,RWA,YR2010,6124693374.47064
2768,RWA,YR2011,6884907733.00484
2769,RWA,YR2012,7654782978.58736
2770,RWA,YR2013,7820052084.03387
2771,RWA,YR2014,8239042500.28733
2772,RWA,YR2015,8543869360.36164
2773,RWA,YR2016,8695318854.11055
2774,RWA,YR2017,9252833678.08916
2775,RWA,YR2018,9636510839.30707
2776,RWA,YR2019,10346675636.3397
2777,SAS,YR2006,1196088124853.08
2778,SAS,YR2007,1504162366252.89
2779,SAS,YR2008,1527612730733.41
2780,SAS,YR2009,1683173926491.5
2781,SAS,YR2010,2062468955967.7
2782,SAS,YR2011,2277346353954.89
2783,SAS,YR2012,2302398278355.34
2784,SAS,YR2013,2362708983919.22
2785,SAS,YR2014,2587787935996.42
2786,SAS,YR2015,2704835939982.51
2787,SAS,YR2016,3010757329892.83
2788,SAS,YR2017,3433883301221.75
2789,SAS,YR2018,3534209044993.87
2790,SAS,YR2019,3658004814522.01
2791,SAU,YR2006,376900135720.729
2792,SAU,YR2007,415964583059.205
2793,SAU,YR2008,519796738631.128
2794,SAU,YR2009,429097899279.013
2795,SAU,YR2010,528207298529.872
2796,SAU,YR2011,676634577273.045
2797,SAU,YR2012,741849984943.256
2798,SAU,YR2013,753864543430.248
2799,SAU,YR2014,766605946720.427
2800,SAU,YR2015,669484381328.891
2801,SAU,YR2016,665999879694.192
2802,SAU,YR2017,714994694991.651
2803,SAU,YR2018,846583785179.856
2804,SAU,YR2019,838564705624.643
2805,SDN,YR2006,45263824686.0898
2806,SDN,YR2007,59440139774.8128
2807,SDN,YR2008,64833088568.394
2808,SDN,YR2009,58315346841.2364
2809,SDN,YR2010,74151157011.5251
2810,SDN,YR2011,78402841444.9524
2811,SDN,YR2012,63196236489.3704
2812,SDN,YR2013,66027147864.7915
2813,SDN,YR2014,76818773784.7605
2814,SDN,YR2015,84984672415.9401
2815,SDN,YR2016,102943515502.994
2816,SDN,YR2017,129718581297.431
2817,SDN,YR2018,32333780383.2924
2818,SDN,YR2019,32338079165.2893
2819,SEN,YR2006,11697918245.3507
2820,SEN,YR2007,13994218399.034
2821,SEN,YR2008,16853989611.1933
2822,SEN,YR2009,16145867483.2198
2823,SEN,YR2010,16121315901.8117
2824,SEN,YR2011,17814283649.9367
2825,SEN,YR2012,17660870395.8103
2826,SEN,YR2013,18918667730.5417
2827,SEN,YR2014,19797253445.2673
2828,SEN,YR2015,17774766696.6987
2829,SEN,YR2016,19040312331.1615
2830,SEN,YR2017,20996562958.501
2831,SEN,YR2018,23116701539.5646
2832,SEN,YR2019,23403995984.9306
2833,SGP,YR2006,148627255181.674
2834,SGP,YR2007,180941741377.766
2835,SGP,YR2008,193617346346.785
2836,SGP,YR2009,194150322022.092
2837,SGP,YR2010,239807921966.007
2838,SGP,YR2011,279356526366.334
2839,SGP,YR2012,295092839974.919
2840,SGP,YR2013,307576360584.992
2841,SGP,YR2014,314863580758.455
2842,SGP,YR2015,307998545269.398
2843,SGP,YR2016,319029973659.293
2844,SGP,YR2017,343272878686.388
2845,SGP,YR2018,376869585632.115
2846,SGP,YR2019,376837488316.973
2847,SLB,YR2006,617258127.221057
2848,SLB,YR2007,695295347.621537
2849,SLB,YR2008,776337725.194945
2850,SLB,YR2009,805557595.915601
2851,SLB,YR2010,898133646.578352
2852,SLB,YR2011,1063895356.50841
2853,SLB,YR2012,1185283421.976
2854,SLB,YR2013,1285911568.51452
2855,SLB,YR2014,1335571356.68714
2856,SLB,YR2015,1307909891.29375
2857,SLB,YR2016,1379490315.02286
2858,SLB,YR2017,1469789050.30851
2859,SLB,YR2018,1615478421.45974
2860,SLB,YR2019,1619154958.40233
2861,SLE,YR2006,1862116164.80343
2862,SLE,YR2007,2126679686.06845
2863,SLE,YR2008,2451896681.91138
2864,SLE,YR2009,2419014960.19967
2865,SLE,YR2010,2578159479.90083
2866,SLE,YR2011,2932274241.9741
2867,SLE,YR2012,3789251962.27583
2868,SLE,YR2013,4920343203.30269
2869,SLE,YR2014,5015180836.19495
2870,SLE,YR2015,4252029353.82191
2871,SLE,YR2016,3862721204.61052
2872,SLE,YR2017,3719443317.52413
2873,SLE,YR2018,4085114542.06831
2874,SLE,YR2019,4076578653.54714
2875,SLV,YR2006,15999890000.0
2876,SLV,YR2007,17011750000.0
2877,SLV,YR2008,17986890000.0
2878,SLV,YR2009,17601620000.0
2879,SLV,YR2010,18447920000.0
2880,SLV,YR2011,20283780000.0
2881,SLV,YR2012,21386150000.0
2882,SLV,YR2013,21990960000.0
2883,SLV,YR2014,22593470000.0
2884,SLV,YR2015,23438240000.0
2885,SLV,YR2016,24191430000.0
2886,SLV,YR2017,24979190000.0
2887,SLV,YR2018,26020850000.0
2888,SLV,YR2019,26881140000.0
2889,SMR,YR2006,1908167105.75837
2890,SMR,YR2007,2185874623.59704
2891,SMR,YR2008,2393437820.41892
2892,SMR,YR2009,2056126701.86163
2893,SMR,YR2010,1881191950.0
2894,SMR,YR2011,1813717694.55253
2895,SMR,YR2012,1604701051.17188
2896,SMR,YR2013,1678741201.56863
2897,SMR,YR2014,1673910988.23529
2898,SMR,YR2015,1419400403.82339
